Event Name Clean,Date,Start Time,End Time,Day of Week,Month,Month Number,Season,Week of Year,Is Weekend,Start Hour,Time of Day,Duration (hours),Duration Category,Artists,Number of Artists,Has Artists,Venue,Venue Clean,Is TBA Venue,Number of guests attending,Attendance Category,Has Attendance Data,Genres,Primary Genre,Number of Genres,Genre IDs,Event URL,Promoter/Series,Is Cancelled
"Superflux Day Party with Show of Hands, Body Double, David Haynes & Trópico Norte",2025-08-16,2025-08-16 14:00:00,2025-08-16 22:00:00,Saturday,August,8,Summer,33,True,14,Afternoon (12pm-5pm),8.0,Long (6+ hrs),"Show of Hands, Bobby Myseh, Body Double",3,True,Superflux Brewery,Superflux Brewery,False,7,Small (0-50),True,"Disco, Funk / Soul",Disco,2,"21, 26",/events/2233429,Other,False
Gorg-O-Mish presents: Henry C & Jay Di,2025-08-16,2025-08-16 02:00:00,2025-08-17 06:00:00,Saturday,August,8,Summer,33,True,2,Late Night (10pm-6am),28.0,Long (6+ hrs),"Henry C, Jay Di",2,True,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2235857,Gorg-O-Mish presents,False
D V D at Bside Radio,2025-08-17,2025-08-17 22:00:00,2025-08-18 00:00:00,Sunday,August,8,Summer,33,True,22,Late Night (10pm-6am),2.0,Short (< 3 hrs),"EtOH, TR4CK ID?",2,True,TBA - Bside Radio,Bside Radio,True,7,Small (0-50),True,"Trance, Hardcore",Trance,2,"2, 11",/events/2237757,Other,False
Gorg-O-Mish presents: Quest & Schemmatic,2025-08-17,2025-08-17 02:00:00,2025-08-17 06:00:00,Sunday,August,8,Summer,33,True,2,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Schemmatic,1,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Deep House, Club",Deep House,2,"20, 39",/events/2236679,Gorg-O-Mish presents,False
Going to Ground with Bobby Myseh,2025-08-21,2025-08-21 20:00:00,2025-08-21 22:30:00,Thursday,August,8,Summer,34,False,20,Evening (5pm-10pm),2.5,Short (< 3 hrs),Bobby Myseh,1,True,Lobe Studio,Lobe Studio,False,4,Small (0-50),True,"Ambient, Downtempo",Ambient,2,"19, 22",/events/2225772,Other,False
Infidels Jazz Presents: Susana Williams Latin Jazz,2025-08-21,2025-08-21 19:00:00,2025-08-21 21:00:00,Thursday,August,8,Summer,34,False,19,Evening (5pm-10pm),2.0,Short (< 3 hrs),,0,False,Hero's Welcome,Hero's Welcome,False,0,No data,False,Jazz,Jazz,1,29,/events/2240306,Infidels Jazz Presents,False
VANTEK PRESENTS: R.A.D,2025-08-22,2025-08-22 23:00:00,2025-08-23 06:00:00,Friday,August,8,Summer,34,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),C-Star,1,True,Vantek Warehouse,Vantek Warehouse,False,502,Very Large (300+),True,Techno,Techno,1,5,/events/2219596,VANTEK PRESENTS,False
Paradise Island Summer Series with Dane's Dance Emporium,2025-08-22,2025-08-22 18:00:00,2025-08-22 23:59:00,Friday,August,8,Summer,34,True,18,Evening (5pm-10pm),5.983333333333333,Medium (3-6 hrs),Dane,1,True,"Chain & Forge Plaza, Granville Island","Chain & Forge Plaza, Granville Island",False,353,Very Large (300+),True,"House, Disco",House,2,"6, 21",/events/2220752,Other,False
PARADICE: Paradise Island Afters Vol. 2 with Special Guests,2025-08-22,2025-08-22 23:59:00,2025-08-23 06:00:00,Friday,August,8,Summer,34,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"DJ Express, Küt, DJ D.Dee",3,True,TBA - Secret Location,Secret Location,True,71,Medium (50-150),True,"House, Balearic",House,2,"6, 35",/events/2241497,PARADICE,False
SPLOOSH,2025-08-22,2025-08-22 21:00:00,2025-08-23 06:00:00,Friday,August,8,Summer,34,True,21,Evening (5pm-10pm),9.0,Long (6+ hrs),"Michael Red, Beiti, Xiumei, Bronsön, Martello Give, kish",6,True,TBA - Location sent to ticket holders,Location sent to ticket holders,True,319,Very Large (300+),True,"Techno, Electro",Techno,2,"5, 16",/events/2230022,Other,False
DULF Fundraiser at 428 Carrall,2025-08-22,2025-08-22 22:00:00,2025-08-23 02:00:00,Friday,August,8,Summer,34,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Anarchique, Andre Rose, VioletNoise",3,True,Calabash Bistro,Calabash Bistro,False,18,Small (0-50),True,"Techno, Deep House",Techno,2,"5, 20",/events/2235652,Other,False
Ali X,2025-08-22,2025-08-22 17:00:00,2025-08-23 12:00:00,Friday,August,8,Summer,34,True,17,Evening (5pm-10pm),19.0,Long (6+ hrs),Mixolydian,1,True,TBA - Merville Hall ,Merville Hall,True,8,Small (0-50),True,"Tech House, Afro Tech",Tech House,2,"15, 78",/events/2132311,Other,False
Yung Singh (Vancouver),2025-08-22,2025-08-22 21:00:00,2025-08-23 02:00:00,Friday,August,8,Summer,34,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"Yung Singh, SUBDIDI",2,True,Fortune Sound Club,Fortune Sound Club,False,8,Small (0-50),True,"Garage, Club",Garage,2,"13, 39",/events/2222632,Other,False
GROOVELAND,2025-08-22,2025-08-22 23:59:00,2025-08-23 06:00:00,Friday,August,8,Summer,34,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - Secret Outdoor Location,Secret Outdoor Location,True,5,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2240302,Other,False
laxcity feat. special guests,2025-08-22,2025-08-22 20:00:00,2025-08-22 23:00:00,Friday,August,8,Summer,34,True,20,Evening (5pm-10pm),3.0,Medium (3-6 hrs),laxcity,1,True,The Beaumont Studios,The Beaumont Studios,False,0,No data,False,"House, Electronica",House,2,"6, 75",/events/2217710,Other,False
PROSPECT,2025-08-23,2025-08-23 16:00:00,2025-08-23 22:00:00,Saturday,August,8,Summer,34,True,16,Afternoon (12pm-5pm),6.0,Long (6+ hrs),"DJ Bone, Julia Govor, POPU, DK PAU, Max Ulis",5,True,Jonathan Rogers Park,Jonathan Rogers Park,False,514,Very Large (300+),True,Techno,Techno,1,5,/events/2198487,Other,False
"DOLLY presents: CZ Wang, Gi Gi, Overland, DJ D.Dee",2025-08-23,2025-08-23 17:00:00,2025-08-24 05:00:00,Saturday,August,8,Summer,34,True,17,Evening (5pm-10pm),12.0,Long (6+ hrs),"CZ Wang, Gi Gi, Overland, DJ D.Dee",4,True,Platform9,Platform9,False,223,Large (150-300),True,"Techno, House",Techno,2,"5, 6",/events/2184429,DOLLY presents,False
PROSPECT AFTER PARTY,2025-08-23,2025-08-23 22:30:00,2025-08-24 06:00:00,Saturday,August,8,Summer,34,True,22,Late Night (10pm-6am),7.5,Long (6+ hrs),"Julia Govor, Max Ulis, DK PAU, Mood Change, Overland",5,True,Industrial 236,Industrial 236,False,126,Medium (50-150),True,Techno,Techno,1,5,/events/2239515,Other,False
SI HAY PERREO,2025-08-23,2025-08-23 21:30:00,2025-08-24 02:00:00,Saturday,August,8,Summer,34,True,21,Evening (5pm-10pm),4.5,Medium (3-6 hrs),,0,False,TBA - East Vancouver,East Vancouver,True,89,Medium (50-150),True,"Reggaeton, Dembow",Reggaeton,2,"63, 70",/events/2222731,Other,False
Not Normal presents: Per Hammar,2025-08-23,2025-08-23 23:00:00,2025-08-24 06:00:00,Saturday,August,8,Summer,34,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),Per Hammar,1,True,TBA - Pangea,Pangea,True,65,Medium (50-150),True,"Tech House, Minimal",Tech House,2,"15, 18",/events/2216919,Not Normal presents,False
Tunnel rave after hour,2025-08-23,2025-08-23 23:59:00,2025-08-24 06:00:00,Saturday,August,8,Summer,34,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA,TBA,True,45,Small (0-50),True,"Techno, Hardcore",Techno,2,"5, 11",/events/2239596,Other,False
Friends Of Friends Boat Party,2025-08-23,2025-08-23 18:30:00,2025-08-23 22:30:00,Saturday,August,8,Summer,34,True,18,Evening (5pm-10pm),4.0,Medium (3-6 hrs),"Pacific Coliseum, small world",2,True,TBA,TBA,True,23,Small (0-50),True,House,House,1,6,/events/2209298,Other,False
Disco Tehran In Vancouver,2025-08-23,2025-08-23 21:00:00,2025-08-24 02:00:00,Saturday,August,8,Summer,34,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"mikubat, Afrooz",2,True,The Birdhouse,The Birdhouse,False,10,Small (0-50),True,"Experimental, Club",Experimental,2,"25, 39",/events/2240312,Other,False
Gorg-O-Mish presents: Joel Armstrong & Andromo,2025-08-23,2025-08-23 02:00:00,2025-08-23 08:00:00,Saturday,August,8,Summer,34,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Joel Armstrong, Andromo",2,True,Gorg-O-Mish,Gorg-O-Mish,False,2,Small (0-50),True,"Tech House, Deep House",Tech House,2,"15, 20",/events/2239492,Gorg-O-Mish presents,False
Domus Latros & Friends,2025-08-23,2025-08-23 23:59:00,2025-08-24 06:00:00,Saturday,August,8,Summer,34,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - 879 E Hastings St,879 E Hastings St,True,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2240305,Other,False
NikNak,2025-08-24,2025-08-24 19:00:00,2025-08-24 23:59:00,Sunday,August,8,Summer,34,True,19,Evening (5pm-10pm),4.983333333333333,Medium (3-6 hrs),NikNak,1,True,Lobe Studio,Lobe Studio,False,6,Small (0-50),True,"Drum & Bass, Experimental",Drum & Bass,2,"4, 25",/events/2223372,Other,False
AFROHOUSE DAY PARTY,2025-08-24,2025-08-24 15:00:00,2025-08-24 23:00:00,Sunday,August,8,Summer,34,True,15,Afternoon (12pm-5pm),8.0,Long (6+ hrs),"MILI (2), Bardia Ghobadi",2,True,D6 Bar & Lounge,D6 Bar & Lounge,False,2,Small (0-50),True,"Afro House, Afro Tech",Afro House,2,"72, 78",/events/2222741,Other,False
Gorg-O-Mish presents: 87DOVE & Paul Franc,2025-08-24,2025-08-24 02:00:00,2025-08-24 08:00:00,Sunday,August,8,Summer,34,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"87DOVE, Paul Franc",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2239498,Gorg-O-Mish presents,False
HIMBO Jock Tea Dance,2025-08-24,2025-08-24 14:00:00,2025-08-24 19:00:00,Sunday,August,8,Summer,34,True,14,Afternoon (12pm-5pm),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,0,No data,False,Club,Club,1,39,/events/2240318,Other,False
Vibe Corridor with The Trout Lake Lifeguards,2025-08-27,2025-08-27 21:00:00,2025-08-28 01:00:00,Wednesday,August,8,Summer,35,False,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),DJ D.Dee,1,True,The Lido,The Lido,False,1,Small (0-50),True,"Downtempo, Balearic",Downtempo,2,"22, 35",/events/2245859,Other,False
VANTEK X RUFFNECK: SELECTAS,2025-08-29,2025-08-29 23:00:00,2025-08-30 06:00:00,Friday,August,8,Summer,35,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"mku_, Presley Gray",2,True,Vantek Warehouse,Vantek Warehouse,False,394,Very Large (300+),True,"Bass, Garage",Bass,2,"12, 13",/events/2225685,VANTEK X RUFFNECK,False
Paradise Island Summer Series with Yu Su & Slim Media Player,2025-08-29,2025-08-29 18:00:00,2025-08-29 23:59:00,Friday,August,8,Summer,35,True,18,Evening (5pm-10pm),5.983333333333333,Medium (3-6 hrs),"Yu Su, Slim Media Player",2,True,"Chain & Forge Plaza, Granville Island","Chain & Forge Plaza, Granville Island",False,310,Very Large (300+),True,"Techno, House",Techno,2,"5, 6",/events/2220760,Other,False
DEMON HOURZ,2025-08-29,2025-08-29 23:00:00,2025-08-30 06:00:00,Friday,August,8,Summer,35,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Bÿständer, EtOH, TR4CK ID?, VioletNoise, GOTH-TROPIC",5,True,TBA - sent out on day of event,sent out on day of event,True,258,Large (150-300),True,"Techno, Hardcore",Techno,2,"5, 11",/events/2226025,Other,False
Club Bebé PRESENTS: Bclip,2025-08-29,2025-08-29 23:00:00,2025-08-30 04:00:00,Friday,August,8,Summer,35,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Bclip, Brendocha, BINKY, LIONESSA, VALENTINA (2)",5,True,Platform9,Platform9,False,222,Large (150-300),True,"Club, Latin Bass",Club,2,"39, 66",/events/2225699,Club Bebé PRESENTS,False
Max Cooper 3D/AV LIVE TOUR,2025-08-29,2025-08-29 20:00:00,2025-08-30 02:00:00,Friday,August,8,Summer,35,True,20,Evening (5pm-10pm),6.0,Long (6+ hrs),"Max Cooper, Tor (6)",2,True,Hollywood Theatre,Hollywood Theatre,False,53,Medium (50-150),True,"Techno, IDM",Techno,2,"5, 46",/events/2187179,Other,False
Nguance,2025-08-29,2025-08-29 22:00:00,2025-08-30 02:30:00,Friday,August,8,Summer,35,True,22,Late Night (10pm-6am),4.5,Medium (3-6 hrs),Tdesu,1,True,TBA - 1800 Main St. ,1800 Main St.,True,34,Small (0-50),True,"House, Bass",House,2,"6, 12",/events/2246182,Other,False
SOMA: VANTEK TAKEOVER,2025-08-29,2025-08-29 23:00:00,2025-08-30 06:00:00,Friday,August,8,Summer,35,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Cataria, DK PAU",2,True,TBA,TBA,True,7,Small (0-50),True,Techno,Techno,1,5,/events/2246094,SOMA,False
Club Roxy,2025-08-29,2025-08-29 21:00:00,2025-08-30 02:00:00,Friday,August,8,Summer,35,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Roxy Motorola,1,True,The Lido,The Lido,False,4,Small (0-50),True,"Funk / Soul, Italo Disco",Funk / Soul,2,"26, 48",/events/2240430,Other,False
(CANCELLED) PARADICE: Paradise Island Afters Vol. 3 with Special Guests,2025-08-29,2025-08-29 23:59:00,2025-08-30 06:00:00,Friday,August,8,Summer,35,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"Slim Media Player, dj_2button",2,True,TBA - Secret Location,Secret Location,True,11,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2245183,(CANCELLED) PARADICE,True
"THE CAGE PROJECT: Xenia, Luzhik, XXBWQ, C-Star",2025-08-30,2025-08-30 23:00:00,2025-08-31 06:00:00,Saturday,August,8,Summer,35,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Xenia, C-Star, Luzhik, Behrad Tehrani, MED!C",5,True,Industrial 236,Industrial 236,False,381,Very Large (300+),True,Techno,Techno,1,5,/events/2178250,THE CAGE PROJECT,False
"VANTEK X SLAB: Delano Smith, Max Ulis & Andre Rose",2025-08-30,2025-08-30 18:00:00,2025-08-30 23:00:00,Saturday,August,8,Summer,35,True,18,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"Delano Smith, Max Ulis, Andre Rose",3,True,Industrial Garden,Industrial Garden,False,203,Large (150-300),True,House,House,1,6,/events/2225713,VANTEK X SLAB,False
abyss presents: Gardenparty (PDX),2025-08-30,2025-08-30 23:00:00,2025-08-31 07:00:00,Saturday,August,8,Summer,35,True,23,Late Night (10pm-6am),8.0,Long (6+ hrs),"Gardenparty, proche, INNEZZ",3,True,TBA,TBA,True,52,Medium (50-150),True,"Techno, Minimal",Techno,2,"5, 18",/events/2236862,abyss presents,False
Gorg-O-Mish presents: Leon V & Charlie,2025-08-30,2025-08-30 02:00:00,2025-08-30 08:00:00,Saturday,August,8,Summer,35,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),Leon V,1,True,Gorg-O-Mish,Gorg-O-Mish,False,13,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2243462,Gorg-O-Mish presents,False
Mexloop 015 >> Metrika,2025-08-30,2025-08-30 23:59:00,2025-08-31 07:00:00,Saturday,August,8,Summer,35,True,23,Late Night (10pm-6am),7.016666666666667,Long (6+ hrs),"Metrika, DJ D.Dee, Lerma",3,True,TBA - East Vancouver,East Vancouver,True,8,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2245866,Other,False
Rx (Recovery) Vol.13,2025-08-30,2025-08-30 15:00:00,2025-08-31 22:00:00,Saturday,August,8,Summer,35,True,15,Afternoon (12pm-5pm),31.0,Long (6+ hrs),"Pinto (US), Paul Franc, Jared Love, Edgar Cal & Skais, STILL LNDN, Bryn Liedl, 87DOVE",7,True,D/6 Bar + Lounge,D/6 Bar + Lounge,False,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2247045,Other,False
Man Up's POOL PARTY,2025-08-30,2025-08-30 16:00:00,2025-08-30 21:00:00,Saturday,August,8,Summer,35,True,16,Afternoon (12pm-5pm),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,0,No data,False,Club,Club,1,39,/events/2245869,Other,False
UPDATE: Jennifer Loveless - VENUE CHANGE,2025-08-31,2025-08-31 23:00:00,2025-09-01 05:00:00,Sunday,August,8,Summer,35,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Jennifer Loveless, Donna Crooner",2,True,TBA - East Vancouver,East Vancouver,True,84,Medium (50-150),True,"Techno, House",Techno,2,"5, 6",/events/2241164,UPDATE,False
Nordic Trax: RELEASE: Labour Day Special,2025-08-31,2025-08-31 22:00:00,2025-09-01 03:00:00,Sunday,August,8,Summer,35,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Luke McKeehan,1,True,"TBA - The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC","The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC",True,25,Small (0-50),True,"Deep House, Disco",Deep House,2,"20, 21",/events/2238536,Nordic Trax,False
teXture IV,2025-08-31,2025-08-31 22:00:00,2025-09-01 05:00:00,Sunday,August,8,Summer,35,True,22,Late Night (10pm-6am),7.0,Long (6+ hrs),"Syd Woz, Fisher Bryce, educación física, jiggity jeff",4,True,Industrial 236,Industrial 236,False,340,Very Large (300+),True,"Trance, Acid",Trance,2,"2, 32",/events/2234048,Other,False
EVERYTHING BUT THE BAGEL,2025-08-31,2025-08-31 09:00:00,2025-09-01 06:00:00,Sunday,August,8,Summer,35,True,9,Morning (6am-12pm),21.0,Long (6+ hrs),"YMGER, Ivy Hollivana, Andre Rose, Earthware, La Posmobaby, C4TNIP, INDUSTRIALGRADECHILLER, VioletNoise",8,True,Platform9,Platform9,False,31,Small (0-50),True,Experimental,Experimental,1,25,/events/2227907,Other,False
GROOVELAND,2025-08-31,2025-08-31 23:59:00,2025-09-01 06:00:00,Sunday,August,8,Summer,35,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - Secret Outdoor Location,Secret Outdoor Location,True,8,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2245917,Other,False
Gorg-O-Mish presents: Ostrich (Montreal) & Shadowfigure,2025-08-31,2025-08-31 02:00:00,2025-08-31 08:00:00,Sunday,August,8,Summer,35,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),Ostrich,1,True,Gorg-O-Mish,Gorg-O-Mish,False,7,Small (0-50),True,"Progressive House, Deep House",Progressive House,2,"1, 20",/events/2240396,Gorg-O-Mish presents,False
FREE DUTCH UNDERGROUND BLOCK PARTY,2025-08-31,2025-08-31 12:00:00,2025-08-31 20:00:00,Sunday,August,8,Summer,35,True,12,Afternoon (12pm-5pm),8.0,Long (6+ hrs),"Afrooz, Lord Loubbit, Walter Wack, TallboyJules, Andre Rose",5,True,TBA - 500 BLOCK GRANVILLE ST.,500 BLOCK GRANVILLE ST.,True,2,Small (0-50),True,Techno,Techno,1,5,/events/2242913,Other,False
Taiwanfest Tectonic presents: Cadena w KEBRA ★ Brazuka ★ Which Nancy b2b El Ángel Exterminador,2025-08-31,2025-08-31 19:00:00,2025-08-31 21:30:00,Sunday,August,8,Summer,35,True,19,Evening (5pm-10pm),2.5,Short (< 3 hrs),"Kebra (BR), El Ángel Exterminador",2,True,Vancouver Art Gallery,Vancouver Art Gallery,False,2,Small (0-50),True,"Experimental, Baile Funk",Experimental,2,"25, 34",/events/2246014,Taiwanfest Tectonic presents,False
Rx (Recovery) Vol.13,2025-08-30,2025-08-30 15:00:00,2025-08-31 22:00:00,Saturday,August,8,Summer,35,True,15,Afternoon (12pm-5pm),31.0,Long (6+ hrs),"Pinto (US), Paul Franc, Jared Love, Edgar Cal & Skais, STILL LNDN, Bryn Liedl, 87DOVE",7,True,D/6 Bar + Lounge,D/6 Bar + Lounge,False,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2247045,Other,False
Pride After Dark,2025-08-31,2025-08-31 21:00:00,2025-09-01 01:00:00,Sunday,August,8,Summer,35,True,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),"Dose., Sam Steele",2,True,Spiritbar,Spiritbar,True,1,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2247623,Other,False
Gorg-O-Mish presents: INNEZZ & TASHI,2025-09-01,2025-09-01 02:00:00,2025-09-01 08:00:00,Monday,September,9,Fall,36,False,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"INNEZZ, TASHI",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2244861,Gorg-O-Mish presents,False
"Weekday Sound Arts, featuring Xodkaar",2025-09-02,2025-09-02 19:30:00,2025-09-02 23:00:00,Tuesday,September,9,Fall,36,False,19,Evening (5pm-10pm),3.5,Medium (3-6 hrs),,0,False,Red Gate Arts Society,Red Gate Arts Society,False,18,Small (0-50),True,"Experimental, Noise",Experimental,2,"25, 54",/events/2244011,Other,False
The Ryze Radio // Sensational Listening Sessions #4 ft. TOPS,2025-09-03,2025-09-03 18:00:00,2025-09-03 23:00:00,Wednesday,September,9,Fall,36,False,18,Evening (5pm-10pm),5.0,Medium (3-6 hrs),The Ryze,1,True,Bleach Listening Room,Bleach Listening Room,False,4,Small (0-50),True,"Disco, Funk / Soul",Disco,2,"21, 26",/events/2246855,Other,False
"Teal, Linda Fox, and Hussain Bokhari",2025-09-03,2025-09-03 19:00:00,2025-09-03 23:00:00,Wednesday,September,9,Fall,36,False,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),Teal,1,True,"TBA - Green Auto Body - 1822 Pandora Street Vancouver, BC V5L 1M5","Green Auto Body - 1822 Pandora Street Vancouver, BC V5L 1M5",True,0,No data,False,"Downtempo, Dub",Downtempo,2,"22, 23",/events/2251228,Other,False
"Paradise Island Summer Series with Iñigo Vontier, Kawas & Küt",2025-09-05,2025-09-05 18:00:00,2025-09-05 23:59:00,Friday,September,9,Fall,36,True,18,Evening (5pm-10pm),5.983333333333333,Medium (3-6 hrs),"Kawas, Iñigo Vontier, Küt",3,True,"Chain & Forge Plaza, Granville Island","Chain & Forge Plaza, Granville Island",False,252,Large (150-300),True,"Techno, House",Techno,2,"5, 6",/events/2220764,Other,False
Full House presents: Daniel Bell + ESB (Live) + Scott W,2025-09-05,2025-09-05 23:00:00,2025-09-06 05:00:00,Friday,September,9,Fall,36,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Daniel Bell, ESB, Scott W.",3,True,Industrial 236,Industrial 236,False,251,Large (150-300),True,"Techno, House",Techno,2,"5, 6",/events/2201773,Full House presents,False
LIVID PRESENTS: PENELOPE (GERMANY),2025-09-05,2025-09-05 23:00:00,2025-09-06 06:00:00,Friday,September,9,Fall,36,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"PENELOPE (DE), Sam AK",2,True,520 Alexander Street,520 Alexander Street,False,191,Large (150-300),True,"Techno, Industrial",Techno,2,"5, 47",/events/2239251,LIVID PRESENTS,False
Casual Chemistry,2025-09-05,2025-09-05 23:00:00,2025-09-06 05:00:00,Friday,September,9,Fall,36,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Ev O'Reilly, miniski",2,True,Pangea,Pangea,False,62,Medium (50-150),True,"House, Garage",House,2,"6, 13",/events/2242298,Other,False
ELECTODJINN VOL III: El Sebou' Ceremony,2025-09-05,2025-09-05 23:00:00,2025-09-06 03:00:00,Friday,September,9,Fall,36,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Sandwavv, LIONESSA",2,True,TBA - THE FORTRESS [GASTOWN],THE FORTRESS [GASTOWN],True,56,Medium (50-150),True,"Bass, Experimental",Bass,2,"12, 25",/events/2234737,ELECTODJINN VOL III,False
"SUBDIDI presents: S.DOT, KATARAMA, mykissera, Adam b2b Sayo",2025-09-05,2025-09-05 22:00:00,2025-09-06 04:00:00,Friday,September,9,Fall,36,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),"S.DOT, SUBDIDI, KATARAMA, mykissera",4,True,Platform9,Platform9,False,13,Small (0-50),True,"Breakbeat, Club",Breakbeat,2,"3, 39",/events/2249207,SUBDIDI presents,False
